round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes,run_id,team_count,market_scenario,market_label
8,Team 06,Sponsorship Growth,3,1,0,0,0,382,477.0,95.0,95.0,0.1992,214,123.27,353,353,561,62.92,36.25,0.0371,338,477.0,338,138,76,0,607,0.6112,41664.48,15877.5,19847.3,1214.0,564.33,760.0,2088.0,1500.0,616.0,26203.75,3500.0,0.0,54442.71,28000.0,True,42467.13,-802.65,15.9,0.0,2.0,13.99,0,509,451,353,438,76,,"Portfolio forecast WAPE was 19.92% against realized demand. Lost 138 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",1,6,batch_001,Batch market 001
9,Team 01,Sponsorship Growth,3,1,0,0,0,289,485.11,196.11,196.11,0.4043,238,140.01,289,289,443,65.24,41.31,0.0246,281,485.11,281,203,35,0,225,0.5403,39342.0,12888.72,16419.71,450.0,311.47,350.0,936.0,2500.0,198.0,10644.75,1000.0,0.0,117141.34,9000.0,False,34053.9,5288.1,34.6,0.0,2.0,14.45,0,202,312,289,312,35,,"Portfolio forecast WAPE was 40.43% against realized demand. Lost 203 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing.",1,6,batch_001,Batch market 001
9,Team 02,Engineering Challenger,1,1,0,0,0,41,271.04,230.04,230.04,0.8487,236,117.6,40,40,376,10.64,45.05,0.0072,39,271.04,39,232,4,0,187,0.1418,4586.4,1711.9,2432.8,374.0,12.72,40.0,648.0,0.0,1386.0,17874.35,7000.0,0.0,119217.69,63000.0,True,6605.42,-2019.02,11.0,0.0,3.0,0.0,0,189,38,40,38,4,,"Portfolio forecast WAPE was 84.87% against realized demand. Lost 232 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",1,6,batch_001,Batch market 001
9,Team 03,Low-Cost Volume,3,1,0,0,0,275,485.91,210.91,210.91,0.4341,270,102.1,299,245,424,57.78,31.34,0.0521,230,485.91,230,254,16,0,0,0.4582,23483.46,7678.3,9904.64,0.0,539.16,160.0,0.0,750.0,0.0,0.0,0.0,0.0,95850.79,0.0,False,19032.1,4451.36,23.31,0.0,1.33,19.43,0,0,245,245,245,16,,Portfolio forecast WAPE was 43.41% against realized demand. Lost 254 sales units across the portfolio. Carried 16 backlog units into next round.,1,6,batch_001,Batch market 001
9,Team 04,Community / Club,3,1,0,0,0,352,502.85,150.85,150.85,0.3,274,120.22,298,298,633,47.08,34.27,0.0243,290,502.85,290,211,63,0,773,0.5125,34863.36,13262.49,15271.88,1546.0,317.22,630.0,2592.0,4000.0,1980.0,39990.71,10000.0,0.0,109101.11,90000.0,True,39599.59,-4736.23,20.73,0.0,1.67,30.71,0,684,387,298,387,63,,"Portfolio forecast WAPE was 30.00% against realized demand. Lost 211 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",1,6,batch_001,Batch market 001
9,Team 05,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,374,0.0,50.28,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13072.8,0.0,0.0,88537.52,0.0,False,3936.0,-3936.0,0.0,23.76,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,1,6,batch_001,Batch market 001
9,Team 06,Sponsorship Growth,3,1,0,0,0,382,488.07,106.07,106.07,0.2173,224,123.27,353,353,590,59.83,37.03,0.0371,338,488.07,338,148,76,0,692,0.5992,41664.48,16219.14,20256.93,1383.99,564.33,760.0,2088.0,1500.0,693.0,30349.76,3500.0,0.0,56141.8,31500.0,True,43465.39,-1800.91,13.68,0.0,2.0,14.33,0,607,438,353,438,76,,"Portfolio forecast WAPE was 21.73% against realized demand. Lost 148 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",1,6,batch_001,Batch market 001
10,Team 01,Sponsorship Growth,3,1,0,0,0,289,484.53,195.53,195.53,0.4035,237,140.01,289,289,456,63.38,42.19,0.0246,281,484.53,281,202,35,0,248,0.5409,39342.0,13163.28,16741.97,496.0,311.47,350.0,936.0,2500.0,220.0,11963.12,1000.0,0.0,122764.62,10000.0,False,34718.72,4623.28,32.47,0.0,2.0,14.45,0,225,312,289,312,35,,"Portfolio forecast WAPE was 40.35% against realized demand. Lost 202 sales units across the portfolio. Carried 35 backlog units into next round. Used $1,000.00 of planned borrowing.",1,6,batch_001,Batch market 001
10,Team 02,Engineering Challenger,1,1,1,0,0,41,295.69,254.69,254.69,0.8613,260,117.6,40,40,385,10.39,46.0,0.005,39,295.69,39,256,4,0,185,0.1301,4586.4,1748.0,2481.2,370.0,8.78,40.0,648.0,9000.0,1540.0,19010.0,7000.0,0.0,114968.11,70000.0,True,15835.98,-11249.58,8.93,0.0,3.0,0.0,0,187,38,40,38,4,,"Portfolio forecast WAPE was 86.13% against realized demand. Lost 256 sales units across the portfolio. Carried 4 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",1,6,batch_001,Batch market 001
10,Team 03,Low-Cost Volume,3,1,0,0,0,275,485.62,210.62,210.62,0.4337,270,102.1,299,245,424,57.78,32.0,0.0521,230,485.62,230,254,16,0,0,0.4585,23483.46,7840.0,10103.09,0.0,539.16,160.0,0.0,750.0,0.0,0.0,0.0,0.0,99942.0,0.0,False,19392.25,4091.21,21.74,0.0,1.33,19.45,0,0,245,245,245,16,,Portfolio forecast WAPE was 43.37% against realized demand. Lost 254 sales units across the portfolio. Carried 16 backlog units into next round.,1,6,batch_001,Batch market 001
10,Team 04,Community / Club,3,1,0,0,0,352,501.66,149.66,149.66,0.2983,273,120.22,298,298,669,44.54,35.0,0.0243,290,501.66,290,210,63,0,862,0.5136,34863.36,13545.0,15576.23,1724.0,317.22,630.0,2592.0,4000.0,2200.0,45170.0,10000.0,0.0,113380.02,100000.0,True,40584.45,-5721.09,18.71,0.0,1.67,30.68,0,773,387,298,387,63,,"Portfolio forecast WAPE was 29.83% against realized demand. Lost 210 sales units across the portfolio. Carried 63 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",1,6,batch_001,Batch market 001
10,Team 05,Premium Quality,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,387,0.0,51.34,0.0,0,0.0,0,0,0,0,260,1.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,3000.0,0.0,13348.4,0.0,0.0,84601.52,0.0,False,3936.0,-3936.0,0.0,29.81,2.0,0.0,0,260,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,1,6,batch_001,Batch market 001
10,Team 06,Sponsorship Growth,3,1,0,0,0,382,487.51,105.51,105.51,0.2164,224,123.27,353,353,619,57.03,37.82,0.0371,338,487.51,338,148,76,0,777,0.5998,41664.48,16565.16,20667.91,1554.01,564.33,760.0,2088.0,1500.0,770.0,34636.14,3500.0,0.0,56836.87,35000.0,True,44469.41,-2804.93,11.44,0.0,2.0,14.34,0,692,438,353,438,76,,"Portfolio forecast WAPE was 21.64% against realized demand. Lost 148 sales units across the portfolio. Carried 76 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",1,6,batch_001,Batch market 001
1,Team 01,Premium Quality,2,1,0,0,0,200,283.86,83.86,83.86,0.2954,85,174.04,200,200,276,72.46,45.14,0.005,198,283.86,198,61,24,0,60,0.6975,34460.0,9750.24,12685.0,120.0,44.55,240.0,720.0,2500.0,22.0,2858.4,1000.0,0.0,34962.21,1000.0,False,26081.79,8378.21,60.51,61.4,2.0,0.0,0,260,0,200,216,0,,"Portfolio forecast WAPE was 29.54% against realized demand. Lost 61 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 02,Sponsorship Growth,3,1,0,0,0,283,426.07,143.07,143.07,0.3358,155,147.03,278,278,336,82.74,44.45,0.0204,270,426.07,270,127,28,0,42,0.6337,39698.4,11734.8,16055.55,84.0,247.95,280.0,720.0,9000.0,154.0,2916.9,7000.0,0.0,37606.1,7000.0,False,38276.3,1422.1,43.19,52.82,2.0,0.0,0,320,0,278,264,0,,"Portfolio forecast WAPE was 33.58% against realized demand. Lost 127 sales units across the portfolio. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 03,Engineering Challenger,2,1,0,0,0,151,285.26,134.26,134.26,0.4707,122,168.07,164,164,293,55.97,42.68,0.005,162,285.26,162,113,9,0,126,0.5679,27226.86,5719.12,9429.26,252.0,36.45,90.0,0.0,750.0,0.0,5377.68,0.0,0.0,38094.03,0.0,False,16276.83,10950.03,74.33,48.07,2.0,0.0,0,290,0,164,134,0,,Portfolio forecast WAPE was 47.07% against realized demand. Lost 113 sales units across the portfolio. Carried 9 backlog units into next round.,2,6,batch_002,Batch market 002
1,Team 04,Low-Cost Volume,3,1,0,0,0,550,359.3,-190.7,190.7,0.5308,27,97.01,466,420,483,86.96,31.46,0.0548,396,359.3,331,0,27,65,0,0.9212,32111.04,19064.76,19345.38,390.0,821.58,270.0,3600.0,4000.0,220.0,6538.83,10000.0,0.0,23631.32,10000.0,False,47711.72,-15600.68,-21.51,44.71,1.33,17.58,0,420,0,420,606,0,,"Portfolio forecast WAPE was 53.08% against realized demand. Carried 27 backlog units into next round. Used $10,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
1,Team 05,Community / Club,3,1,0,0,0,247,414.9,167.9,167.9,0.4047,164,135.2,252,252,312,80.77,39.74,0.0098,249,414.9,249,144,20,0,48,0.6001,33663.6,10014.48,12421.12,96.0,109.98,200.0,1080.0,3000.0,0.0,1907.52,0.0,0.0,29782.02,0.0,False,26921.58,6742.02,44.65,50.82,1.67,21.07,0,300,0,252,252,0,,Portfolio forecast WAPE was 40.47% against realized demand. Lost 144 sales units across the portfolio. Carried 20 backlog units into next round.,2,6,batch_002,Batch market 002
1,Team 06,Premium Quality,2,1,0,0,0,263,288.62,25.62,25.62,0.0888,47,153.24,244,244,291,83.85,40.47,0.0088,241,288.62,241,0,47,0,16,0.835,36930.08,12262.41,15518.72,32.0,95.1,470.0,1656.0,1500.0,77.0,1172.52,3500.0,0.0,34402.85,3500.0,False,31611.23,5318.85,37.57,66.86,2.0,0.0,0,260,0,244,303,0,,"Portfolio forecast WAPE was 8.88% against realized demand. Carried 47 backlog units into next round. Used $3,500.00 of planned borrowing.",2,6,batch_002,Batch market 002
2,Team 01,Premium Quality,2,1,0,0,0,200,328.43,128.43,128.43,0.391,153,174.04,200,200,286,69.93,46.08,0.005,198,328.43,198,129,24,0,76,0.5618,34460.0,9953.28,12923.95,152.0,44.55,240.0,720.0,2500.0,44.0,3802.08,1000.0,0.0,43844.43,2000.0,False,26577.78,7882.22,58.27,51.75,2.0,0.0,0,60,216,200,216,24,,"Portfolio forecast WAPE was 39.10% against realized demand. Lost 129 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
2,Team 02,Sponsorship Growth,3,1,0,0,0,283,462.1,179.1,179.1,0.3876,217,146.92,278,278,346,80.35,45.38,0.0182,272,462.1,272,189,28,0,28,0.555,39960.9,11980.32,16363.82,56.0,222.59,280.0,720.0,9000.0,308.0,3370.64,7000.0,0.0,45636.27,14000.0,False,38930.73,1030.17,41.89,41.0,2.0,10.35,0,42,264,278,264,28,,"Portfolio forecast WAPE was 38.76% against realized demand. Lost 189 sales units across the portfolio. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
2,Team 03,Engineering Challenger,2,1,0,0,0,151,326.78,175.78,175.78,0.5379,173,168.07,164,164,293,55.97,43.57,0.005,162,326.78,162,164,9,0,96,0.4825,27226.86,5838.38,9608.02,192.0,36.45,90.0,0.0,750.0,0.0,4182.72,0.0,0.0,48806.04,0.0,False,16514.85,10712.01,72.49,34.98,2.0,0.0,0,126,134,164,134,9,,Portfolio forecast WAPE was 53.79% against realized demand. Lost 164 sales units across the portfolio. Carried 9 backlog units into next round.,2,6,batch_002,Batch market 002
2,Team 04,Low-Cost Volume,3,1,0,0,0,550,413.62,-136.38,168.88,0.4083,70,96.94,466,466,533,87.43,32.11,0.0538,439,413.62,369,0,70,135,140,0.8375,35769.6,19458.66,21614.3,1090.0,896.9,700.0,3600.0,4000.0,440.0,18091.9,10000.0,0.0,17601.06,20000.0,True,51799.86,-16030.26,-16.8,38.95,1.33,19.68,65,0,606,466,606,27,,"Portfolio forecast WAPE was 40.83% against realized demand. Carried 70 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
2,Team 05,Community / Club,3,1,0,0,0,247,449.87,202.87,202.87,0.451,219,135.2,252,252,327,77.06,40.57,0.008,249,449.87,249,199,20,0,48,0.5299,33663.6,10223.64,12655.11,96.0,89.64,200.0,1080.0,3000.0,0.0,1947.36,0.0,0.0,36101.23,0.0,False,27344.39,6319.21,42.95,39.28,1.67,38.25,0,48,252,252,252,20,,Portfolio forecast WAPE was 45.10% against realized demand. Lost 199 sales units across the portfolio. Carried 20 backlog units into next round.,2,6,batch_002,Batch market 002
2,Team 06,Premium Quality,2,1,0,0,0,263,310.2,47.2,47.2,0.1522,342,154.0,244,16,314,5.1,41.31,0.0074,14,310.2,14,289,53,0,0,0.0392,2156.0,12516.93,1267.68,0.0,4.63,530.0,1656.0,1500.0,154.0,1050.0,3500.0,0.0,22429.61,7000.0,True,17629.24,-15473.24,-830.95,38.57,2.0,0.0,0,16,0,16,303,47,,"Portfolio forecast WAPE was 15.22% against realized demand. Lost 289 sales units across the portfolio. Carried 53 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 01,Premium Quality,2,1,0,0,0,200,351.97,151.97,151.97,0.4318,177,174.04,200,200,296,67.57,47.03,0.005,198,351.97,198,153,24,0,92,0.5266,34460.0,10158.48,13160.9,184.0,44.55,240.0,720.0,2500.0,66.0,4776.76,1000.0,0.0,52230.5,3000.0,False,27073.93,7386.07,56.04,40.75,2.0,13.42,0,76,216,200,216,24,,"Portfolio forecast WAPE was 43.18% against realized demand. Lost 153 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
3,Team 02,Sponsorship Growth,3,1,0,0,0,283,504.37,221.37,221.37,0.4389,258,146.92,278,278,356,78.09,46.31,0.0176,272,504.37,272,230,28,0,14,0.5109,39960.9,12225.84,16672.84,28.0,216.02,280.0,720.0,9000.0,462.0,3798.34,7000.0,0.0,52992.47,21000.0,True,39604.7,356.2,39.88,26.91,2.0,20.81,0,28,264,278,264,28,,"Portfolio forecast WAPE was 43.89% against realized demand. Lost 230 sales units across the portfolio. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 03,Engineering Challenger,2,1,0,0,0,151,348.41,197.41,197.41,0.5666,194,168.07,164,164,293,55.97,44.47,0.005,162,348.41,162,185,9,0,66,0.4533,27226.86,5958.98,9785.88,132.0,36.45,90.0,0.0,750.0,0.0,2935.02,0.0,0.0,59279.59,0.0,False,16753.31,10473.55,70.65,20.86,2.0,11.71,0,96,134,164,134,9,,Portfolio forecast WAPE was 56.66% against realized demand. Lost 185 sales units across the portfolio. Carried 9 backlog units into next round.,2,6,batch_002,Batch market 002
3,Team 04,Low-Cost Volume,3,1,0,0,0,550,456.73,-93.27,182.17,0.3989,141,97.03,466,466,583,79.93,32.77,0.053,439,456.73,384,42,99,190,280,0.729,37258.56,19858.62,22037.41,1699.99,916.57,990.0,3600.0,4000.0,660.0,28887.11,10000.0,0.0,11097.03,30000.0,True,53762.59,-16504.03,-14.46,29.82,1.33,21.03,135,140,606,466,606,70,,"Portfolio forecast WAPE was 39.89% against realized demand. Lost 42 sales units across the portfolio. Carried 99 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
3,Team 05,Community / Club,3,1,0,0,0,247,513.41,266.41,266.41,0.5189,284,135.2,252,252,342,73.68,41.4,0.008,249,513.41,249,264,20,0,48,0.4668,33663.6,10432.8,12888.23,96.0,89.64,200.0,1080.0,3000.0,0.0,1987.2,0.0,0.0,41978.16,0.0,False,27786.67,5876.93,41.18,25.35,1.67,43.67,0,48,252,252,252,20,,Portfolio forecast WAPE was 51.89% against realized demand. Lost 264 sales units across the portfolio. Carried 20 backlog units into next round.,2,6,batch_002,Batch market 002
3,Team 06,Premium Quality,2,1,0,0,0,263,349.11,86.11,86.11,0.2467,159,153.17,244,244,337,72.4,42.16,0.0064,242,349.11,242,106,53,0,59,0.6018,37067.36,12774.48,16117.68,118.0,69.76,530.0,1656.0,1500.0,231.0,4062.44,3500.0,0.0,30000.05,10500.0,False,32996.92,4070.44,33.49,31.01,2.0,14.05,0,0,303,244,303,53,,"Portfolio forecast WAPE was 24.67% against realized demand. Lost 106 sales units across the portfolio. Carried 53 backlog units into next round. Used $3,500.00 of planned borrowing.",2,6,batch_002,Batch market 002
4,Team 01,Premium Quality,2,1,0,0,0,200,380.1,180.1,180.1,0.4738,205,174.04,200,200,306,65.36,47.97,0.005,198,380.1,198,181,24,0,108,0.49,34460.0,10361.52,13398.9,216.0,44.55,240.0,720.0,2500.0,88.0,5780.76,1000.0,0.0,60121.53,4000.0,False,27568.97,6891.03,53.81,28.39,2.0,9.38,0,92,216,200,216,24,,"Portfolio forecast WAPE was 47.38% against realized demand. Lost 181 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
4,Team 02,Sponsorship Growth,3,1,1,0,0,283,573.83,290.83,290.83,0.5068,328,146.92,278,278,366,75.96,47.24,0.0169,272,573.83,272,300,28,0,0,0.452,39960.9,12471.36,16980.14,0.0,206.66,280.0,720.0,9000.0,616.0,4200.0,7000.0,0.0,59679.21,28000.0,True,40274.16,-313.26,37.88,10.7,2.0,17.06,0,14,264,278,264,28,,"Portfolio forecast WAPE was 50.68% against realized demand. Lost 300 sales units across the portfolio. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 03,Engineering Challenger,2,1,0,0,0,151,373.16,222.16,222.16,0.5953,219,168.07,164,164,293,55.97,45.36,0.005,162,373.16,162,210,9,0,36,0.4239,27226.86,6078.24,9964.64,72.0,36.45,90.0,0.0,750.0,0.0,1632.96,0.0,0.0,69515.12,0.0,False,16991.33,10235.53,68.81,5.65,2.0,8.05,0,66,134,164,134,9,,Portfolio forecast WAPE was 59.53% against realized demand. Lost 210 sales units across the portfolio. Carried 9 backlog units into next round.,2,6,batch_002,Batch market 002
4,Team 04,Low-Cost Volume,3,1,0,0,0,534,507.83,-26.17,113.07,0.2227,168,95.85,453,453,633,71.56,33.43,0.0536,427,507.83,437,72,96,180,433,0.7201,41887.68,19690.27,21911.42,1946.0,1053.41,960.0,3600.0,4000.0,880.0,35199.11,10000.0,0.0,8943.61,40000.0,True,54041.1,-12153.42,-1.76,19.88,1.33,18.53,190,280,606,453,589,99,,"Portfolio forecast WAPE was 22.27% against realized demand. Lost 72 sales units across the portfolio. Carried 96 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
4,Team 05,Community / Club,3,1,0,0,1,240,541.38,301.38,301.38,0.5567,318,136.03,245,245,357,68.63,42.24,0.0086,241,541.38,241,303,15,0,55,0.4293,32782.32,10348.8,12776.72,110.0,92.57,150.0,1080.0,3000.0,0.0,2323.2,0.0,0.0,47202.39,0.0,False,27558.09,5224.23,39.69,9.93,1.67,31.6,0,48,252,245,245,20,,Portfolio forecast WAPE was 55.67% against realized demand. Lost 303 sales units across the portfolio. Carried 15 backlog units into next round.,2,6,batch_002,Batch market 002
4,Team 06,Premium Quality,2,1,0,0,0,263,380.7,117.7,117.7,0.3092,191,153.17,244,244,360,67.78,43.01,0.0064,242,380.7,242,138,53,0,118,0.558,37067.36,13032.03,16416.52,236.0,69.76,530.0,1656.0,1500.0,308.0,7175.18,3500.0,0.0,36819.1,14000.0,False,33748.31,3319.05,31.19,21.73,2.0,9.89,0,59,303,244,303,53,,"Portfolio forecast WAPE was 30.92% against realized demand. Lost 138 sales units across the portfolio. Carried 53 backlog units into next round. Used $3,500.00 of planned borrowing.",2,6,batch_002,Batch market 002
5,Team 01,Premium Quality,2,1,0,0,0,200,435.11,235.11,235.11,0.5403,260,174.04,200,200,316,63.29,48.92,0.005,198,435.11,198,236,24,0,124,0.4313,34460.0,10566.72,13637.85,248.0,44.55,240.0,720.0,2500.0,110.0,6816.08,1000.0,0.0,67514.41,5000.0,False,28067.12,6392.88,51.57,13.83,2.0,10.73,0,108,216,200,216,24,,"Portfolio forecast WAPE was 54.03% against realized demand. Lost 236 sales units across the portfolio. Carried 24 backlog units into next round. Used $1,000.00 of planned borrowing.",2,6,batch_002,Batch market 002
5,Team 02,Sponsorship Growth,3,0,0,1,1,275,720.26,445.26,445.26,0.6182,481,148.17,270,264,376,70.21,48.17,0.0217,257,720.26,257,453,28,0,0,0.3476,38079.3,12331.52,16470.08,0.0,251.01,280.0,720.0,0,770.0,5250.0,7000.0,0.0,73935.9,35000.0,True,30822.61,7256.69,35.12,0.0,3.0,35.23,0,0,264,264,256,19,"Launched Team 02 NextGen into slot C, replacing Court Wave","Launched Team 02 NextGen into slot C, replacing Court Wave Portfolio forecast WAPE was 61.82% against realized demand. Lost 453 sales units across the portfolio. Carried 28 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",2,6,batch_002,Batch market 002
