round_number,team_name,archetype,active_product_count,active_project_count,launch_ready_project_count,launched_project_count,retired_product_count,total_forecast_units,total_actual_demand_units,forecast_error_units,absolute_forecast_error_units,forecast_wape,service_gap_units,weighted_average_selling_price,planned_production_units,actual_production_units,effective_capacity_units,utilization_pct,weighted_material_unit_cost,defect_rate,good_units_produced,demand_allocated,sales_units,lost_sales_units,backlog_units_end,ending_inventory,ending_raw_material_inventory,fill_rate,revenue,procurement_cost,production_cost,holding_cost,warranty_cost,backlog_cost,expansion_cost,innovation_investment,interest_expense,working_capital_requirement,planned_borrowing_amount,automatic_borrowing_amount,ending_cash_balance,short_term_debt_balance,liquidity_stress_flag,total_cost,profit,contribution_margin_per_unit,reputation_after_round,average_portfolio_tech_generation,cannibalized_demand_units,beginning_finished_goods_inventory,beginning_raw_material_inventory,raw_material_units_received,raw_material_units_consumed,raw_material_order_qty,backlog_units_start,launch_events_text,notes,run_id,team_count,market_scenario,market_label
6,Team 03,Engineering Challenger,2,1,0,0,0,146,267.04,121.04,121.04,0.4533,137,167.24,158,140,293,47.78,45.79,0.005,138,267.04,138,128,9,0,0,0.4999,23079.54,5952.7,8591.2,0.0,31.05,90.0,0.0,750.0,0.0,0.0,0.0,0.0,89441.12,0.0,False,15414.95,7664.59,61.63,5.36,2.0,5.34,0,6,134,140,130,9,,Portfolio forecast WAPE was 45.33% against realized demand. Lost 128 sales units across the portfolio. Carried 9 backlog units into next round.,19,6,batch_019,Batch market 019
6,Team 04,Low-Cost Volume,3,1,0,0,0,516,355.24,-160.76,160.76,0.4525,42,98.34,438,438,733,59.75,33.75,0.0547,413,355.24,330,0,42,736,720,0.8841,32451.84,19203.75,21471.88,5856.0,808.96,420.0,3600.0,4000.0,2088.33,101708.78,10000.0,14997.08,0.0,109921.16,True,57448.92,-24997.08,-27.37,27.26,1.33,13.4,653,569,589,438,569,18,,"Portfolio forecast WAPE was 45.25% against realized demand. Carried 42 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $14,997.08 to cover a cash shortfall. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
6,Team 05,Community / Club,1,1,0,0,0,63,140.78,77.78,77.78,0.5525,88,157.68,64,64,387,16.54,42.63,0.005,63,140.78,63,83,5,0,236,0.4151,9933.84,2728.32,3461.76,472.0,14.18,50.0,1080.0,3000.0,0.0,10060.68,0.0,0.0,52749.43,0.0,False,10806.26,-872.42,59.2,13.44,1.67,0.0,0,143,157,64,64,11,,Portfolio forecast WAPE was 55.25% against realized demand. Lost 83 sales units across the portfolio. Carried 5 backlog units into next round.,19,6,batch_019,Batch market 019
6,Team 06,Premium Quality,2,1,0,0,0,252,276.68,24.68,49.62,0.1793,100,154.07,234,234,406,57.64,43.41,0.0079,231,276.68,229,50,50,23,246,0.6946,35282.72,12588.9,15940.82,630.0,80.66,500.0,1656.0,1500.0,462.0,16394.12,3500.0,0.0,49429.62,21000.0,True,33358.38,1924.34,29.14,35.26,2.0,6.19,21,177,303,234,290,53,,"Portfolio forecast WAPE was 17.93% against realized demand. Lost 50 sales units across the portfolio. Carried 50 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
7,Team 01,Premium Quality,2,1,0,0,0,184,299.01,115.01,115.01,0.3846,139,173.96,184,184,336,54.76,49.37,0.005,182,299.01,182,117,22,0,171,0.5652,31660.0,9824.63,12704.03,342.0,40.95,220.0,720.0,2500.0,154.0,9492.27,1000.0,0.0,84293.27,7000.0,False,26505.61,5154.39,49.95,30.92,2.0,7.03,0,148,207,184,199,23,,"Portfolio forecast WAPE was 38.46% against realized demand. Lost 117 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing.",19,6,batch_019,Batch market 019
7,Team 02,Sponsorship Growth,2,1,1,0,1,198,378.86,180.86,180.86,0.4774,209,131.25,194,194,396,48.99,48.62,0.0192,190,378.86,190,192,17,0,64,0.4752,24937.5,8946.08,12084.26,128.0,164.69,170.0,720.0,9000.0,1078.0,10461.68,7000.0,0.0,90943.57,49000.0,True,32291.03,-7353.53,19.7,0.0,3.0,9.39,0,0,258,194,184,21,,"Portfolio forecast WAPE was 47.74% against realized demand. Lost 192 sales units across the portfolio. Carried 17 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
7,Team 03,Engineering Challenger,2,1,0,0,0,139,282.75,143.75,143.75,0.5084,163,168.16,151,130,293,44.37,46.68,0.005,128,282.75,128,155,8,0,0,0.4387,21524.04,5788.32,8132.53,0.0,28.8,80.0,0.0,750.0,0.0,0.0,0.0,0.0,96185.51,0.0,False,14779.65,6744.39,59.17,0.0,2.0,6.39,0,0,130,130,124,9,,Portfolio forecast WAPE was 50.84% against realized demand. Lost 155 sales units across the portfolio. Carried 8 backlog units into next round.,19,6,batch_019,Batch market 019
7,Team 04,Low-Cost Volume,3,1,0,0,0,506,396.15,-109.85,117.67,0.297,70,96.79,429,429,783,54.79,34.4,0.0555,404,396.15,366,0,70,774,860,0.8353,35424.0,19195.2,21476.66,6364.0,914.21,700.0,3600.0,4000.0,2638.27,114965.52,10000.0,13464.34,0.0,133385.5,True,58888.34,-23464.34,-16.84,20.9,1.33,16.14,736,720,569,429,558,42,,"Portfolio forecast WAPE was 29.70% against realized demand. Carried 70 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $13,464.34 to cover a cash shortfall. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
7,Team 05,Community / Club,1,1,0,0,1,58,129.68,71.68,71.68,0.5527,76,157.68,59,59,402,14.68,43.47,0.0074,58,129.68,58,76,0,0,241,0.4307,9145.44,2564.73,3261.52,482.0,19.27,0.0,1080.0,3000.0,0.0,10476.27,0.0,0.0,51487.35,0.0,False,10407.52,-1262.08,56.9,0.0,1.67,0.0,0,236,64,59,59,5,,Portfolio forecast WAPE was 55.27% against realized demand. Lost 76 sales units across the portfolio.,19,6,batch_019,Batch market 019
7,Team 06,Premium Quality,2,1,0,0,0,243,299.55,56.55,56.55,0.1888,105,151.81,225,225,429,52.45,44.26,0.008,222,299.55,244,56,49,1,324,0.698,37040.96,12348.54,15647.6,654.0,90.17,490.0,1656.0,1500.0,539.0,18129.04,3500.0,0.0,57045.27,24500.0,True,32925.31,4115.65,36.7,30.21,2.0,7.48,23,246,303,225,279,50,,"Portfolio forecast WAPE was 18.88% against realized demand. Lost 56 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
8,Team 01,Premium Quality,2,1,0,0,0,184,350.6,166.6,166.6,0.4752,190,173.96,184,184,346,53.18,50.31,0.005,182,350.6,182,168,22,0,186,0.4885,31660.0,10011.69,12923.86,372.0,40.95,220.0,720.0,2500.0,176.0,10557.66,1000.0,0.0,89988.77,8000.0,True,26964.5,4695.5,47.71,17.06,2.0,8.22,0,171,199,184,199,22,,"Portfolio forecast WAPE was 47.52% against realized demand. Lost 168 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
8,Team 02,Sponsorship Growth,1,0,0,1,1,99,290.22,191.22,191.22,0.6589,197,109.2,97,97,406,23.89,49.55,0.0342,93,290.22,93,187,10,0,151,0.3204,10155.6,4558.6,6100.33,302.0,143.32,100.0,720.0,0,1232.0,15882.05,7000.0,0.0,94942.92,56000.0,True,13156.25,-3000.65,-6.95,0.0,3.0,0.0,0,64,184,97,92,0,"Launched Team 02 NextGen into slot C, replacing Team 02 NextGen","Launched Team 02 NextGen into slot C, replacing Team 02 NextGen Portfolio forecast WAPE was 65.89% against realized demand. Lost 187 sales units across the portfolio. Carried 10 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
8,Team 03,Engineering Challenger,2,1,0,0,0,139,334.58,195.58,195.58,0.5846,219,168.07,151,124,293,42.32,47.57,0.005,122,334.58,122,211,8,0,0,0.3561,20505.06,5898.68,7897.4,0.0,27.46,80.0,0.0,750.0,0.0,0.0,0.0,0.0,102037.03,0.0,False,14653.54,5851.52,54.77,0.0,2.0,7.57,0,0,124,124,124,8,,Portfolio forecast WAPE was 58.46% against realized demand. Lost 211 sales units across the portfolio. Carried 8 backlog units into next round.,19,6,batch_019,Batch market 019
8,Team 04,Low-Cost Volume,3,1,0,0,0,506,467.57,-38.43,91.19,0.195,121,95.93,429,429,833,51.5,35.06,0.0555,404,467.57,415,30,91,763,989,0.772,39809.28,19563.48,21871.49,6556.0,1037.31,910.0,3600.0,4000.0,3154.48,123465.11,10000.0,10883.48,0.0,154268.98,True,60692.76,-20883.48,-6.42,12.24,1.33,19.06,774,860,558,429,558,70,,"Portfolio forecast WAPE was 19.50% against realized demand. Lost 30 sales units across the portfolio. Carried 91 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $10,883.48 to cover a cash shortfall. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
8,Team 05,Community / Club,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,417,0.0,44.3,0.0,0,0.0,0,0,0,0,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,3000.0,0.0,13290.0,0.0,0.0,47407.35,0.0,False,4080.0,-4080.0,0.0,6.04,1.67,0.0,0,241,59,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,19,6,batch_019,Batch market 019
8,Team 06,Premium Quality,2,1,0,0,0,243,355.02,112.02,112.02,0.3155,181,153.18,225,225,452,49.78,45.1,0.008,222,355.02,223,132,49,0,389,0.552,34158.08,12582.9,15925.42,778.0,80.07,490.0,1656.0,1500.0,616.0,21743.9,3500.0,0.0,61074.96,28000.0,True,33628.39,529.69,24.98,19.28,2.0,8.86,1,324,290,225,279,49,,"Portfolio forecast WAPE was 31.55% against realized demand. Lost 132 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
9,Team 01,Premium Quality,2,1,0,0,0,184,351.27,167.27,167.27,0.4762,191,173.96,184,184,356,51.69,51.26,0.005,182,351.27,182,169,22,0,201,0.4876,31660.0,10200.74,13143.69,402.0,40.95,220.0,720.0,2500.0,198.0,11653.26,1000.0,0.0,95223.39,9000.0,True,27425.38,4234.62,45.46,3.15,2.0,8.22,0,186,199,184,199,22,,"Portfolio forecast WAPE was 47.62% against realized demand. Lost 169 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
9,Team 02,Sponsorship Growth,1,1,0,0,0,99,282.72,183.72,183.72,0.6498,198,109.2,97,97,416,23.32,50.48,0.0242,94,282.72,94,188,10,0,146,0.3211,10264.8,4644.16,6208.0,292.0,102.56,100.0,720.0,0.0,1386.0,16820.08,7000.0,0.0,98755.0,63000.0,True,13452.72,-3187.92,-7.34,0.0,3.0,0.0,0,151,92,97,92,10,,"Portfolio forecast WAPE was 64.98% against realized demand. Lost 188 sales units across the portfolio. Carried 10 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
9,Team 03,Engineering Challenger,2,1,0,0,0,139,345.04,206.04,206.04,0.5971,230,168.07,151,124,293,42.32,48.47,0.005,122,345.04,122,222,8,0,0,0.3456,20505.06,6010.28,8032.44,0.0,27.46,80.0,0.0,750.0,0.0,0.0,0.0,0.0,107641.91,0.0,False,14900.18,5604.88,52.74,0.0,2.0,7.81,0,0,124,124,124,8,,Portfolio forecast WAPE was 59.71% against realized demand. Lost 222 sales units across the portfolio. Carried 8 backlog units into next round.,19,6,batch_019,Batch market 019
9,Team 04,Low-Cost Volume,3,1,0,0,0,506,472.95,-33.05,88.51,0.1871,143,95.84,429,429,883,48.58,35.72,0.0555,404,472.95,420,52,91,747,1118,0.7447,40253.76,19931.76,22266.1,6718.0,1049.9,910.0,3600.0,4000.0,3613.92,131804.58,10000.0,11835.92,0.0,176104.9,True,62089.68,-21835.92,-7.13,2.39,1.33,19.3,763,989,558,429,558,91,,"Portfolio forecast WAPE was 18.71% against realized demand. Lost 52 sales units across the portfolio. Carried 91 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $11,835.92 to cover a cash shortfall. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
9,Team 05,Community / Club,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,432,0.0,45.13,0.0,0,0.0,0,0,0,0,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,3000.0,0.0,13539.0,0.0,0.0,43327.35,0.0,False,4080.0,-4080.0,0.0,12.08,1.67,0.0,0,300,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,19,6,batch_019,Batch market 019
9,Team 06,Premium Quality,2,1,0,0,0,243,358.03,115.03,115.03,0.3213,184,153.25,225,225,475,47.37,45.95,0.008,222,358.03,222,135,49,0,443,0.5454,34020.8,12820.05,16204.31,886.0,79.59,490.0,1656.0,1500.0,693.0,25080.85,3500.0,0.0,64266.81,31500.0,True,34328.95,-308.15,22.15,8.15,2.0,8.93,0,389,279,225,279,49,,"Portfolio forecast WAPE was 32.13% against realized demand. Lost 135 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
10,Team 01,Premium Quality,2,1,0,0,0,184,343.91,159.91,159.91,0.465,183,173.96,184,184,366,50.27,52.2,0.005,182,343.91,182,161,22,0,216,0.4974,31660.0,10387.8,13364.49,432.0,40.95,220.0,720.0,2500.0,220.0,12775.2,1000.0,0.0,99998.15,10000.0,True,27885.24,3774.76,43.22,0.0,2.0,8.04,0,201,199,184,199,22,,"Portfolio forecast WAPE was 46.50% against realized demand. Lost 161 sales units across the portfolio. Carried 22 backlog units into next round. Used $1,000.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
10,Team 02,Sponsorship Growth,1,1,1,0,0,99,311.67,212.67,212.67,0.6824,226,109.2,97,97,426,22.77,51.41,0.0202,95,311.67,95,216,10,0,141,0.2953,10374.0,4729.72,6314.7,282.0,86.55,100.0,720.0,9000.0,1540.0,17748.81,7000.0,0.0,93356.03,70000.0,True,22772.97,-12398.97,-7.97,0.0,3.0,0.0,0,146,92,97,92,10,,"Portfolio forecast WAPE was 68.24% against realized demand. Lost 216 sales units across the portfolio. Carried 10 backlog units into next round. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
10,Team 03,Engineering Challenger,2,1,0,0,0,139,348.02,209.02,209.02,0.6006,233,168.07,151,124,293,42.32,49.36,0.005,122,348.02,122,225,8,0,0,0.3427,20505.06,6120.64,8167.6,0.0,27.46,80.0,0.0,750.0,0.0,0.0,0.0,0.0,113001.27,0.0,False,15145.7,5359.36,50.73,0.0,2.0,7.88,0,0,124,124,124,8,,Portfolio forecast WAPE was 60.06% against realized demand. Lost 225 sales units across the portfolio. Carried 8 backlog units into next round.,19,6,batch_019,Batch market 019
10,Team 04,Low-Cost Volume,3,1,0,0,0,506,465.65,-40.35,91.07,0.1956,141,95.93,429,429,933,45.98,36.38,0.0555,404,465.65,414,50,91,737,1247,0.7437,39715.2,20300.04,22659.9,6916.0,1034.85,910.0,3600.0,4000.0,4094.31,141092.19,10000.0,13799.9,0.0,199904.8,True,63515.1,-23799.9,-10.34,0.0,1.33,19.01,747,1118,558,429,558,91,,"Portfolio forecast WAPE was 19.56% against realized demand. Lost 50 sales units across the portfolio. Carried 91 backlog units into next round. Used $10,000.00 of planned borrowing. Auto-borrowed $13,799.90 to cover a cash shortfall. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
10,Team 05,Community / Club,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,447,0.0,45.96,0.0,0,0.0,0,0,0,0,300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,3000.0,0.0,13788.0,0.0,0.0,39247.35,0.0,False,4080.0,-4080.0,0.0,18.12,1.67,0.0,0,300,0,0,0,0,,Portfolio forecast WAPE was 0.00% against realized demand.,19,6,batch_019,Batch market 019
10,Team 06,Premium Quality,2,1,0,0,0,243,352.77,109.77,109.77,0.3112,178,153.25,225,225,498,45.18,46.8,0.008,222,352.77,222,129,49,0,497,0.5526,34020.8,13057.2,16482.13,994.0,79.59,490.0,1656.0,1500.0,770.0,28509.6,3500.0,0.0,66758.69,35000.0,True,35028.92,-1008.12,19.83,0.0,2.0,8.8,0,443,279,225,279,49,,"Portfolio forecast WAPE was 31.12% against realized demand. Lost 129 sales units across the portfolio. Carried 49 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",19,6,batch_019,Batch market 019
1,Team 01,Community / Club,3,1,0,0,0,247,194.43,-52.57,62.89,0.3235,5,139.53,252,252,312,80.77,40.41,0.0135,247,194.43,188,0,5,59,48,0.9669,26231.04,10183.32,12608.24,450.0,114.41,50.0,1080.0,3000.0,0.0,7275.8,0.0,0.0,21785.07,0.0,False,27485.97,-1254.93,17.69,62.86,1.67,9.32,0,300,0,252,252,0,,Portfolio forecast WAPE was 32.35% against realized demand. Carried 5 backlog units into next round.,20,6,batch_020,Batch market 020
1,Team 02,Premium Quality,2,1,0,0,0,263,136.37,-126.63,126.63,0.9286,0,152.89,244,244,291,83.85,41.14,0.0161,240,136.37,135,0,0,105,16,0.99,20639.52,12465.42,15757.84,662.0,97.47,0.0,1656.0,1500.0,77.0,12283.98,3500.0,0.0,17507.79,3500.0,False,32215.73,-11576.21,-56.9,69.1,2.0,0.0,0,260,0,244,303,0,,"Portfolio forecast WAPE was 92.86% against realized demand. Used $3,500.00 of planned borrowing.",20,6,batch_020,Batch market 020
1,Team 03,Sponsorship Growth,3,1,0,0,0,315,194.98,-120.02,120.02,0.6156,0,143.62,315,315,339,92.92,42.54,0.0308,304,194.98,193,0,0,111,5,0.9898,27718.0,14463.6,18298.2,676.0,267.55,0.0,936.0,2500.0,22.0,11532.58,1000.0,0.0,20738.65,1000.0,False,37163.35,-9445.35,-27.52,63.45,2.0,0.0,0,320,0,315,340,0,,"Portfolio forecast WAPE was 61.56% against realized demand. Used $1,000.00 of planned borrowing.",20,6,batch_020,Batch market 020
1,Team 04,Engineering Challenger,2,1,0,0,0,180,134.86,-45.14,45.14,0.3347,0,175.92,176,176,304,57.89,46.38,0.005,174,134.86,134,0,0,40,114,0.9936,23573.55,7745.46,10859.66,468.0,30.15,0.0,648.0,9000.0,154.0,10660.62,7000.0,0.0,28812.28,7000.0,False,28905.27,-5331.72,36.85,62.39,2.0,0.0,0,290,0,176,167,0,,"Portfolio forecast WAPE was 33.47% against realized demand. Used $7,000.00 of planned borrowing.",20,6,batch_020,Batch market 020
1,Team 05,Low-Cost Volume,3,1,0,0,0,299,165.29,-133.71,133.71,0.8089,0,105.39,324,324,424,76.42,32.27,0.0558,304,165.29,164,0,0,140,96,0.9922,17283.9,8583.82,13413.02,1032.0,416.97,0.0,0.0,750.0,0.0,13411.47,0.0,0.0,22320.09,0.0,False,24195.81,-6911.91,-31.28,46.67,1.33,7.58,0,420,0,324,266,0,,Portfolio forecast WAPE was 80.89% against realized demand.,20,6,batch_020,Batch market 020
1,Team 06,Community / Club,3,1,0,0,0,383,193.07,-189.93,189.93,0.9837,0,125.09,325,300,345,86.96,35.29,0.0284,289,193.07,192,0,0,97,0,0.9945,24017.28,14892.38,15790.77,582.0,242.7,0.0,2592.0,4000.0,220.0,10028.81,10000.0,0.0,18737.43,10000.0,True,38319.85,-14302.57,-35.98,61.03,1.67,8.76,0,300,0,300,422,0,,"Portfolio forecast WAPE was 98.37% against realized demand. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
2,Team 01,Community / Club,3,1,0,0,0,247,200.14,-46.86,93.8,0.4687,28,138.56,252,252,327,77.06,41.24,0.0117,247,200.14,175,8,20,131,48,0.8531,24248.16,10392.48,12841.22,882.0,90.31,200.0,1080.0,3000.0,0.0,14057.36,0.0,0.0,17547.22,0.0,False,28486.01,-4237.85,5.28,63.03,1.67,16.74,59,48,252,252,252,5,,Portfolio forecast WAPE was 46.87% against realized demand. Lost 8 sales units across the portfolio. Carried 20 backlog units into next round.,20,6,batch_020,Batch market 020
2,Team 02,Premium Quality,2,1,0,0,0,263,148.73,-114.27,114.27,0.7683,29,153.58,244,16,314,5.1,41.99,0.0141,14,148.73,119,0,29,0,0,0.8001,18275.84,12722.97,1287.2,0.0,75.71,290.0,1656.0,1500.0,154.0,1050.0,3500.0,0.0,21597.75,7000.0,False,17685.88,589.96,35.21,68.2,2.0,0.0,105,16,0,16,303,0,,"Portfolio forecast WAPE was 76.83% against realized demand. Carried 29 backlog units into next round. Used $3,500.00 of planned borrowing.",20,6,batch_020,Batch market 020
2,Team 03,Sponsorship Growth,3,1,0,0,0,315,198.47,-116.53,116.53,0.5871,83,133.52,315,5,352,1.42,43.41,0.0284,2,198.47,113,45,38,0,0,0.5694,15088.0,14759.4,369.85,0.0,142.73,380.0,936.0,2500.0,44.0,300.0,1000.0,0.0,17694.67,2000.0,False,19131.98,-4043.98,-1.63,53.56,2.0,4.22,111,5,0,5,340,0,,"Portfolio forecast WAPE was 58.71% against realized demand. Lost 45 sales units across the portfolio. Carried 38 backlog units into next round. Used $1,000.00 of planned borrowing.",20,6,batch_020,Batch market 020
2,Team 04,Engineering Challenger,2,1,0,0,0,180,147.55,-32.45,32.45,0.2199,0,175.08,176,176,313,56.23,47.34,0.005,174,147.55,146,0,0,68,105,0.9895,25561.2,7905.78,11058.36,618.0,32.85,0.0,648.0,9000.0,308.0,14562.37,7000.0,0.0,31802.49,14000.0,True,29570.99,-4009.79,44.96,65.98,2.0,0.0,40,114,167,176,167,0,,"Portfolio forecast WAPE was 21.99% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
2,Team 05,Low-Cost Volume,3,1,0,0,0,299,177.34,-121.66,121.66,0.686,34,101.63,324,96,424,22.64,32.93,0.0549,89,177.34,141,16,18,88,0,0.7951,14329.98,8759.38,4168.72,528.0,349.54,180.0,0.0,750.0,0.0,6719.17,0.0,0.0,21914.43,0.0,False,14735.64,-405.66,7.46,40.21,1.33,7.89,140,96,0,96,266,0,,Portfolio forecast WAPE was 68.60% against realized demand. Lost 16 sales units across the portfolio. Carried 18 backlog units into next round.,20,6,batch_020,Batch market 020
2,Team 06,Community / Club,3,1,0,0,0,383,191.78,-191.22,191.22,0.9971,100,111.81,325,0,381,0.0,36.02,0.0792,0,191.78,90,31,69,7,0,0.4693,10062.72,15200.44,0.0,42.0,113.48,690.0,2592.0,4000.0,440.0,3000.0,10000.0,0.0,15722.23,20000.0,True,23077.92,-13015.2,-58.35,43.15,1.67,16.1,97,0,0,0,422,0,,"Portfolio forecast WAPE was 99.71% against realized demand. Lost 31 sales units across the portfolio. Carried 69 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
3,Team 01,Community / Club,3,1,0,0,0,247,219.37,-27.63,91.23,0.4159,51,137.93,252,252,342,73.68,42.07,0.0117,247,219.37,186,31,20,192,48,0.777,25654.32,10601.64,13074.34,1248.0,96.36,200.0,1080.0,3000.0,0.0,20058.2,0.0,0.0,13901.2,0.0,False,29300.34,-3646.02,10.12,60.58,1.67,18.34,131,48,252,252,252,20,,Portfolio forecast WAPE was 41.59% against realized demand. Lost 31 sales units across the portfolio. Carried 20 backlog units into next round.,20,6,batch_020,Batch market 020
3,Team 02,Premium Quality,2,1,0,0,0,263,135.79,-127.21,127.21,0.9368,164,0.0,244,0,337,0.0,42.84,0.0263,0,135.79,0,111,53,0,0,0.0,0.0,12980.52,0.0,0.0,0.0,530.0,1656.0,1500.0,231.0,1575.0,3500.0,0.0,8200.23,10500.0,True,16897.52,-16897.52,0.0,40.53,2.0,5.61,0,0,0,0,303,29,,"Portfolio forecast WAPE was 93.68% against realized demand. Lost 111 sales units across the portfolio. Carried 53 backlog units into next round. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
3,Team 03,Sponsorship Growth,3,1,0,0,0,315,206.96,-108.04,108.04,0.522,6,146.44,315,315,365,86.3,44.29,0.028,304,206.96,238,0,6,66,25,0.9716,34852.0,15058.6,18997.75,446.0,299.37,60.0,936.0,2500.0,66.0,8460.87,1000.0,0.0,15182.95,3000.0,False,38363.72,-3511.72,2.09,54.87,2.0,8.22,0,0,340,315,340,38,,"Portfolio forecast WAPE was 52.20% against realized demand. Carried 6 backlog units into next round. Used $1,000.00 of planned borrowing.",20,6,batch_020,Batch market 020
3,Team 04,Engineering Challenger,2,1,1,0,0,180,152.74,-27.26,27.26,0.1785,0,172.65,176,176,322,54.66,48.29,0.005,174,152.74,152,0,0,90,96,0.9952,26242.65,8064.43,11257.24,732.0,34.2,0.0,648.0,9000.0,462.0,17888.48,7000.0,0.0,34847.27,21000.0,True,30197.87,-3955.22,45.31,69.65,2.0,5.08,68,105,167,176,167,0,,"Portfolio forecast WAPE was 17.85% against realized demand. Used $7,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
3,Team 05,Low-Cost Volume,3,1,0,0,0,299,183.78,-115.22,123.82,0.6737,34,105.6,324,266,424,62.74,33.6,0.0541,251,183.78,166,16,18,173,0,0.8227,17529.72,8937.6,11472.7,1038.0,404.72,180.0,0.0,750.0,0.0,13274.37,0.0,0.0,16661.13,0.0,False,22783.02,-5253.3,-19.79,34.53,1.33,7.97,88,0,266,266,266,18,,Portfolio forecast WAPE was 67.37% against realized demand. Lost 16 sales units across the portfolio. Carried 18 backlog units into next round.,20,6,batch_020,Batch market 020
3,Team 06,Community / Club,3,1,0,0,0,383,210.35,-172.65,172.65,0.8208,68,124.91,325,325,417,77.94,36.74,0.0266,315,210.35,210,0,68,112,97,0.7517,26231.04,15504.28,17592.22,866.0,244.22,680.0,2592.0,4000.0,660.0,18241.21,10000.0,0.0,9814.55,30000.0,True,42138.72,-15907.68,-33.86,39.04,1.67,17.04,7,0,422,325,422,69,,"Portfolio forecast WAPE was 82.08% against realized demand. Carried 68 backlog units into next round. Used $10,000.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
4,Team 01,Community / Club,3,1,0,0,1,240,204.47,-35.53,70.31,0.3439,37,138.97,245,245,357,68.63,42.9,0.0121,240,204.47,186,18,19,117,55,0.8286,32243.51,10510.5,12958.66,812.0,96.59,190.0,1080.0,3000.0,0.0,13567.22,0.0,0.0,17496.96,0.0,False,28647.75,3595.76,12.27,59.71,1.67,11.57,192,48,252,245,245,20,,"Portfolio forecast WAPE was 34.39% against realized demand. Lost 18 sales units across the portfolio. Carried 19 backlog units into next round. Generated $6,394.79 from retirement liquidation.",20,6,batch_020,Batch market 020
4,Team 02,Premium Quality,2,1,0,0,0,263,140.73,-122.27,122.27,0.8688,0,154.78,244,244,360,67.78,43.68,0.0103,241,140.73,193,0,0,48,59,0.9962,29872.48,13235.04,16656.8,406.0,86.65,0.0,1656.0,1500.0,308.0,10050.51,3500.0,0.0,7724.22,14000.0,True,33848.49,-3976.01,-0.55,43.62,2.0,3.7,0,0,303,244,303,53,,"Portfolio forecast WAPE was 86.88% against realized demand. Used $3,500.00 of planned borrowing. Liquidity stress flagged this round.",20,6,batch_020,Batch market 020
